"code","source","value","note","unit","sector","owner","nuts_level","code_label","measure_type_eustat_flag","potential_definition"
"UKJ32","livestock.effluents",0,"Biomass from livestock effluents. We don't account for energy conversion","PetaJoule","livestock effluents","EURAC",3,"","e","planning"
"UKJ33","livestock.effluents",0.553836407022388,"Biomass from livestock effluents. We don't account for energy conversion","PetaJoule","livestock effluents","EURAC",3,"","e","planning"
"UKJ34","livestock.effluents",0.102925349977612,"Biomass from livestock effluents. We don't account for energy conversion","PetaJoule","livestock effluents","EURAC",3,"","e","planning"
"UKJ41","livestock.effluents",0,"Biomass from livestock effluents. We don't account for energy conversion","PetaJoule","livestock effluents","EURAC",3,"","e","planning"
"UKJ42","livestock.effluents",0.323014987,"Biomass from livestock effluents. We don't account for energy conversion","PetaJoule","livestock effluents","EURAC",3,"","e","planning"
"UKK11","livestock.effluents",0.0173232250136674,"Biomass from livestock effluents. We don't account for energy conversion","PetaJoule","livestock effluents","EURAC",3,"","e","planning"
"UKK12","livestock.effluents",0.652508142181473,"Biomass from livestock effluents. We don't account for energy conversion","PetaJoule","livestock effluents","EURAC",3,"","e","planning"
"UKK13","livestock.effluents",0.662407127903569,"Biomass from livestock effluents. We don't account for energy conversion","PetaJoule","livestock effluents","EURAC",3,"","e","planning"
"UKK14","livestock.effluents",0.029696957166287,"Biomass from livestock effluents. We don't account for energy conversion","PetaJoule","livestock effluents","EURAC",3,"","e","planning"
"UKK15","livestock.effluents",0.810891913735004,"Biomass from livestock effluents. We don't account for energy conversion","PetaJoule","livestock effluents","EURAC",3,"","e","planning"
"UKK21","livestock.effluents",0,"Biomass from livestock effluents. We don't account for energy conversion","PetaJoule","livestock effluents","EURAC",3,"","e","planning"
"UKK22","livestock.effluents",1.02989224945276,"Biomass from livestock effluents. We don't account for energy conversion","PetaJoule","livestock effluents","EURAC",3,"","e","planning"
"UKK23","livestock.effluents",1.90935079954724,"Biomass from livestock effluents. We don't account for energy conversion","PetaJoule","livestock effluents","EURAC",3,"","e","planning"
"UKK30","livestock.effluents",1.659913207,"Biomass from livestock effluents. We don't account for energy conversion","PetaJoule","livestock effluents","EURAC",3,"","e","planning"
"UKK41","livestock.effluents",0.0139151533984881,"Biomass from livestock effluents. We don't account for energy conversion","PetaJoule","livestock effluents","EURAC",3,"","e","planning"
"UKK42","livestock.effluents",0.0171893071393089,"Biomass from livestock effluents. We don't account for energy conversion","PetaJoule","livestock effluents","EURAC",3,"","e","planning"
"UKK43","livestock.effluents",3.0007619034622,"Biomass from livestock effluents. We don't account for energy conversion","PetaJoule","livestock effluents","EURAC",3,"","e","planning"
"UKL11","livestock.effluents",0.227129276487872,"Biomass from livestock effluents. We don't account for energy conversion","PetaJoule","livestock effluents","EURAC",3,"","e","planning"
"UKL12","livestock.effluents",0.47882559716729,"Biomass from livestock effluents. We don't account for energy conversion","PetaJoule","livestock effluents","EURAC",3,"","e","planning"
"UKL13","livestock.effluents",0.446378557669023,"Biomass from livestock effluents. We don't account for energy conversion","PetaJoule","livestock effluents","EURAC",3,"","e","planning"
"UKL14","livestock.effluents",1.88841769879917,"Biomass from livestock effluents. We don't account for energy conversion","PetaJoule","livestock effluents","EURAC",3,"","e","planning"
"UKL15","livestock.effluents",0.0551599671470547,"Biomass from livestock effluents. We don't account for energy conversion","PetaJoule","livestock effluents","EURAC",3,"","e","planning"
"UKL16","livestock.effluents",0.0528423214686071,"Biomass from livestock effluents. We don't account for energy conversion","PetaJoule","livestock effluents","EURAC",3,"","e","planning"
"UKL17","livestock.effluents",0.0834352444241164,"Biomass from livestock effluents. We don't account for energy conversion","PetaJoule","livestock effluents","EURAC",3,"","e","planning"
"UKL18","livestock.effluents",0.112174050836868,"Biomass from livestock effluents. We don't account for energy conversion","PetaJoule","livestock effluents","EURAC",3,"","e","planning"
"UKL21","livestock.effluents",0.173265041679012,"Biomass from livestock effluents. We don't account for energy conversion","PetaJoule","livestock effluents","EURAC",3,"","e","planning"
"UKL22","livestock.effluents",0.0721937673662551,"Biomass from livestock effluents. We don't account for energy conversion","PetaJoule","livestock effluents","EURAC",3,"","e","planning"
"UKL23","livestock.effluents",0.258814656008025,"Biomass from livestock effluents. We don't account for energy conversion","PetaJoule","livestock effluents","EURAC",3,"","e","planning"
"UKL24","livestock.effluents",1.25003508194671,"Biomass from livestock effluents. We don't account for energy conversion","PetaJoule","livestock effluents","EURAC",3,"","e","planning"
"UKM21","livestock.effluents",0.214532567547607,"Biomass from livestock effluents. We don't account for energy conversion","PetaJoule","livestock effluents","EURAC",3,"","e","planning"
"UKM22","livestock.effluents",0.331655753073598,"Biomass from livestock effluents. We don't account for energy conversion","PetaJoule","livestock effluents","EURAC",3,"","e","planning"
"UKM23","livestock.effluents",0.184382044540916,"Biomass from livestock effluents. We don't account for energy conversion","PetaJoule","livestock effluents","EURAC",3,"","e","planning"
"UKM24","livestock.effluents",0.62620317013896,"Biomass from livestock effluents. We don't account for energy conversion","PetaJoule","livestock effluents","EURAC",3,"","e","planning"
"UKM25","livestock.effluents",0.006957813001544,"Biomass from livestock effluents. We don't account for energy conversion","PetaJoule","livestock effluents","EURAC",3,"","e","planning"
"UKM26","livestock.effluents",0.170466418537828,"Biomass from livestock effluents. We don't account for energy conversion","PetaJoule","livestock effluents","EURAC",3,"","e","planning"
"UKM27","livestock.effluents",0.622724263638188,"Biomass from livestock effluents. We don't account for energy conversion","PetaJoule","livestock effluents","EURAC",3,"","e","planning"
"UKM28","livestock.effluents",0.0962497465213587,"Biomass from livestock effluents. We don't account for energy conversion","PetaJoule","livestock effluents","EURAC",3,"","e","planning"
"UKM31","livestock.effluents",0.0702835125374583,"Biomass from livestock effluents. We don't account for energy conversion","PetaJoule","livestock effluents","EURAC",3,"","e","planning"
"UKM32","livestock.effluents",1.64339389609645,"Biomass from livestock effluents. We don't account for energy conversion","PetaJoule","livestock effluents","EURAC",3,"","e","planning"
"UKM33","livestock.effluents",0.555033032832575,"Biomass from livestock effluents. We don't account for energy conversion","PetaJoule","livestock effluents","EURAC",3,"","e","planning"
"UKM34","livestock.effluents",0.00723506746709129,"Biomass from livestock effluents. We don't account for energy conversion","PetaJoule","livestock effluents","EURAC",3,"","e","planning"
"UKM35","livestock.effluents",0.202581889078556,"Biomass from livestock effluents. We don't account for energy conversion","PetaJoule","livestock effluents","EURAC",3,"","e","planning"
"UKM36","livestock.effluents",0.0950894581389142,"Biomass from livestock effluents. We don't account for energy conversion","PetaJoule","livestock effluents","EURAC",3,"","e","planning"
"UKM37","livestock.effluents",0.327645198152563,"Biomass from livestock effluents. We don't account for energy conversion","PetaJoule","livestock effluents","EURAC",3,"","e","planning"
"UKM38","livestock.effluents",0.506454722696391,"Biomass from livestock effluents. We don't account for energy conversion","PetaJoule","livestock effluents","EURAC",3,"","e","planning"
"UKM50","livestock.effluents",1.843967902,"Biomass from livestock effluents. We don't account for energy conversion","PetaJoule","livestock effluents","EURAC",3,"","e","planning"
"UKM61","livestock.effluents",0.395562204085851,"Biomass from livestock effluents. We don't account for energy conversion","PetaJoule","livestock effluents","EURAC",3,"","e","planning"
"UKM62","livestock.effluents",0.40288743008744,"Biomass from livestock effluents. We don't account for energy conversion","PetaJoule","livestock effluents","EURAC",3,"","e","planning"
"UKM63","livestock.effluents",0.353808415876789,"Biomass from livestock effluents. We don't account for energy conversion","PetaJoule","livestock effluents","EURAC",3,"","e","planning"
"UKM64","livestock.effluents",0.0380911752082671,"Biomass from livestock effluents. We don't account for energy conversion","PetaJoule","livestock effluents","EURAC",3,"","e","planning"
"UKM65","livestock.effluents",0.509103207110493,"Biomass from livestock effluents. We don't account for energy conversion","PetaJoule","livestock effluents","EURAC",3,"","e","planning"
"UKM66","livestock.effluents",0.143574429631161,"Biomass from livestock effluents. We don't account for energy conversion","PetaJoule","livestock effluents","EURAC",3,"","e","planning"
"UKN01","livestock.effluents",0.00431986661204704,"Biomass from livestock effluents. We don't account for energy conversion","PetaJoule","livestock effluents","EURAC",3,"","e","planning"
"UKN02","livestock.effluents",0.463185697847266,"Biomass from livestock effluents. We don't account for energy conversion","PetaJoule","livestock effluents","EURAC",3,"","e","planning"
"UKN03","livestock.effluents",2.0154577671095,"Biomass from livestock effluents. We don't account for energy conversion","PetaJoule","livestock effluents","EURAC",3,"","e","planning"
"UKN04","livestock.effluents",1.47979430721567,"Biomass from livestock effluents. We don't account for energy conversion","PetaJoule","livestock effluents","EURAC",3,"","e","planning"
"UKN05","livestock.effluents",5.09744260221551,"Biomass from livestock effluents. We don't account for energy conversion","PetaJoule","livestock effluents","EURAC",3,"","e","planning"
